,title,company,rating,location,salary,summary
1075,Dotnet Developer with React or Angular Knowledge - Hyderabad,2COMS Consulting Private Limited,3.8,"Hyderabad, Telangana","₹50,000 - ₹2,00,000 a year","Looking for Software and Senior Software Engineers with 4 to 10 years of experience working with architectural and design concepts like microservices, event…30+ days ago"
1076,Principal Software Engineer,MineralTree,,"Bengaluru, Karnataka",,"3+ years cloud and microservices experience EKS or native Kubernetes experience is required ?Time-consuming, inefficient, and annoying, AP needed disrupting.30+ days ago"
1077,Principal Developer-Java,Advance Auto Parts,3.4,"Hyderabad, Telangana",,O 5+ years' strong experience in Agile practices. o 5+ years working experience with major cloud platforms such as AWS.30+ days ago
1078,Vulnerability Remediation Engineer - Linux - Software Engine...,7-Eleven,3.5,"Bengaluru, Karnataka",,"Responsibilities Conduct vulnerability scans, analyze reports, and validate potential findings Track and provide metrics on vulnerabilities and remediation…30+ days ago"
1079,Principal Software Engineer,Walmart,3.5,"Bengaluru, Karnataka",,"Help hire, upskill and mentor a strong team of data engineers.Leads the work of other small groups of six to ten engineers, including offshore associates.21 days ago"
1080,"Software Developer II - Spring Boot, Microservices, AWS",Advance Auto Parts,3.4,"Hyderabad, Telangana",,"Will often require to take a lead role in the entire development cycle, conduct design and code reviews, and have a heavy input throughout the process, from…30+ days ago"
1081,Lead Engineer (Java) - Logistics Fulfillment,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1082,Senior Software Engineer_ MDM Developer,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,". Experience with MDM implementations, cloud and big data solutions, real-time data integration, ESB is a plus, otherwise a willingness to learn and progress in…30+ days ago"
1083,Developer,Klaus It Solutions Private Limited,,"Bengaluru, Karnataka",,"Skilled at working in tandem with a team of engineers, or alone as required.Experience with SOA applications and cloud-based services, preferably AWS and GCP.30+ days ago"
1084,JAVA Backend Developer,Aspire Systems India Private Limited,3.9,"Hyderabad, Telangana",,Candidate should have minimum 3+ years of experience in Oops and Core Java.Should have strong experience in Persistence Frameworks(Hibernate) & Should be…30+ days ago
1085,PYTHON DEVELOPER,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,. Good to have Data Engineering experience blended along with core software engineering experience (not looking for a pure play data engineer).30+ days ago
1086,Senior Software Engineer - Python - Elastic search,Continuum Managed Solutions LLP,,"Bengaluru, Karnataka",,"The candidate will engage with the product management, provide technical leadership to a team of engineers for implementation and roll out of various modules.30+ days ago"
1087,Engineering Manager,Continuum Managed Solutions LLP,,"Pune, Maharashtra",,"11+ years of total experience in which 3-4 years in product development environment, 2+ years of experience in managing 1-2 scrum teams of 8 to 15 engineers…30+ days ago"
1088,Full Stack Engineer,Pearson India Education Services Private Limited,3.9,"Bengaluru, Karnataka",,"The right person will be a high performing full-stack engineer with experience on complex applications.Â· Implement, document and unit test complex modules…24 days ago"
1089,Technical Program Manager,Zipcar,,"Bengaluru, Karnataka",,You work to understand business needs/problem(s) and you provide this business context to engineers.Lead Design Teams: Technical program managers lead hardware…30+ days ago
1090,Data Engineer AWS,Latent View Analytics Private Limited,,"Chennai, Tamil Nadu",,The right candidate will be excited by the prospect of optimizing or even re-designing our data architecture to support our client's future data platform built…30+ days ago
1091,Java - Principal Software Engineer - IT,Dell Technologies,4.0,"Bengaluru, Karnataka",,Be a part of a team that’s ensuring Dell Technologies' product integrity and customer satisfaction.Serve as the lead developer to the initiatives and programs…30+ days ago
1092,AWS DevOps Engineer,Cynosure Corporate Solutions,,"Chennai, Tamil Nadu",,"Deploy and maintain critical applications on cloud-native microservices architecture.Implement automation, effective monitoring, and infrastructure-as-code.30+ days ago"
1093,Senior Software Engineer II,Nike,4.1,"Bengaluru, Karnataka",,Should have experience in public cloud technologies.5+ years of professional experience in application engineering.3+ years hands-on experience in Java.30+ days ago
1094,Principal Developer-Java,Advance Auto Parts,3.4,"Hyderabad, Telangana",,O 5+ years' strong experience in Agile practices. o 5+ years working experience with major cloud platforms such as AWS.30+ days ago
1095,Digital Solutions - Sr. GCP Data Engineer,Telus International,3.8,India,,"Should be able to develop backend objects using Cloud Storage-Should be familiar with GCP Cloud SQL, Cloud Data Fusion and Google Big Query.30+ days ago"
1096,Senior Software Engineer-Python,CGI Information Systems and Management Consultants,3.6,"Hyderabad, Telangana",,"Experience with microservices and cloud native frameworks a big plus.Possess sufficient knowledge and skills to effectively deal with issues, challenges within…30+ days ago"
1097,Python Developer,Encora Innovation Labs India Private Limited,,"Bengaluru, Karnataka",,"Experience on designing, Architecting and implementing scalable cloud-based web applications using AWS.Greetings from Encora Innovation Labs India Private…30+ days ago"
1098,Senior Software Engineer_ MDM Developer,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,". Experience with MDM implementations, cloud and big data solutions, real-time data integration, ESB is a plus, otherwise a willingness to learn and progress in…30+ days ago"
1099,Principal Engineer (Java) - Logistics,ANSR,2.7,"Bengaluru, Karnataka",,"Experience working in a distributed/cloud-based environment (e.g. Amazon EC2, GCE, Rackspace, Azure etc.).Design RESTful APIs following domain-driven design.30+ days ago"
1100,JAVA Backend Developer,Aspire Systems India Private Limited,3.9,"Hyderabad, Telangana",,Candidate should have minimum 3+ years of experience in Oops and Core Java.Should have strong experience in Persistence Frameworks(Hibernate) & Should be…30+ days ago
1101,Senior Software Engineer - Python - Elastic search,Continuum Managed Solutions LLP,,"Bengaluru, Karnataka",,"The candidate will engage with the product management, provide technical leadership to a team of engineers for implementation and roll out of various modules.30+ days ago"
1102,Full stack Application Architect,7-Eleven,3.5,"Bengaluru, Karnataka",,"As a Full-Stack Engineer, youll using cutting-edge open-source frameworks, all on the cloud.Through machine learning, artificial intelligence, and next-level…30+ days ago"
1103,IT Risk Analyst - Software Engineer I,7-Eleven,3.5,"Bengaluru, Karnataka",,"Determine applicable controls to mitigate risk, and communicate opportunities for control improvements to third party vendors Track and manage remediation items…30+ days ago"
1104,Performance Engineer,Infosight Software And Consulting Services Private...,,"Pune, Maharashtra",,"Â· Strong experience with testing tools such as Load Runner and JMeter, performance monitoring tools such as Dynatrace and Splunk.30+ days ago"
1105,Hiring! Site Reliability Engineer @ Innova Solutions,Innova Solutions Private Limited,4.0,"Pune, Maharashtra",,"We are seeking a senior Service Reliability Engineer who will be responsible for improving and.Maintaining software development, test, and live infrastructure…30+ days ago"
1106,Digital Solutions : Cloud Windows Server Administrator,Telus International,3.8,India,,Basic understanding of cloud design considerations and limitations and it's impact on Pricing.Experience in Google Cloud + Windows for RPAAS Support.30+ days ago
1107,Contract to Hire - AWS Senior Cloud Software Engineer,Shell Info Technologies Private Limited,,"Hyderabad, Telangana",,Experience with building or maintaining cloud-native applications.4+ years' experience with cloud development using AWS IaaS and PaaS services.30+ days ago
1108,Principal Developer-Java,Advance Auto Parts,3.4,"Hyderabad, Telangana",,O 5+ years' strong experience in Agile practices. o 5+ years working experience with major cloud platforms such as AWS.30+ days ago
1109,QA Engineer,2COMS Consulting Private Limited,3.8,"Kolkata, West Bengal",,"Experience in testing cloud hosted backends & frontends.Applications (Automating Workflows, Extracting Insight from data, Architect and build Platforms).30+ days ago"
1110,Web Application QA Engineer,2COMS Consulting Private Limited,3.8,"Kolkata, West Bengal",,"Â— Experience in testing cloud hosted backends & frontends.Applications (Automating Workflows, Extracting Insight from data, Architect and build Platforms).30+ days ago"
1111,Software Engineer III,Nike,4.1,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1112,Senior QA Automation Engineer,Winfoglobal Technologies Private Limited,,"Bengaluru, Karnataka",,"2+ Years of experience in managing project on micro-services architecture using APIs, testing in REST, microservice and cloud platforms.30+ days ago"
1113,Senior Software Engineer - Tibco iProcess Developer,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,"As a key member of Tibco support & Development team, you will be focused on the design, development, implementation and deployment of Tibco Integrations…30+ days ago"
1114,PYTHON DEVELOPER,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,. Good to have Data Engineering experience blended along with core software engineering experience (not looking for a pure play data engineer).30+ days ago
1115,Hiring Senior Mobile Automation test Engineer,Sun Technology Integrators Private Limited,3.8,"Bengaluru, Karnataka",,Hands on experience in developing and running mobile test scripts on cloud platforms especially on Sauce labs.Relevant Years of Experience: 5+.30+ days ago
1116,AWS Developer,Encora Innovation Labs India Private Limited,,"Bengaluru, Karnataka",,"Experience on designing, Architecting and implementing scalable cloud-based web applications using AWS/Azure/GCP.Data base – RDS/SQL/MySQL/Dynamo DB.30+ days ago"
1117,DevOps Lead,Cynosure Corporate Solutions,,"Chennai, Tamil Nadu",,"Experience in cloud platforms to upgrade and fix.As DevOps, you will be implementing a series of practices and processes that are intended to speed up and…30+ days ago"
1118,Software Engineer III - iOS,Walmart,3.5,"Bengaluru, Karnataka",,Familiarity with cloud message APIs and push notifications.We use technology to operate smarter and deliver everyday low prices (EDLP) to customers and members…16 days ago
1119,System Engineer - Elastic Search,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,". Minimum 3-7 years of experience in implementation of Elastic Search based project development.. Strong Knowledge of object-oriented JAVA programming, Design…10 days ago"
1120,Technical or Senior Technical Specialist,Nokia Solutions and Networks India Private Limited,4.1,"Bengaluru, Karnataka",,"With state-of-the-art software, hardware and services for any type of network, Nokia is uniquely positioned to help communication service providers, governments…30+ days ago"
1121,Senior Data Engineer,Nike,4.1,"Bengaluru, Karnataka",,"Strong understanding of Data warehousing, Data modelling, Governance and Data Architecture Experience in Amazon Web Services (AWS) or other cloud platform tools…30+ days ago"
1122,Principal Software Engineer,Walmart,3.5,"Bengaluru, Karnataka",,"Help hire, upskill and mentor a strong team of data engineers.Leads the work of other small groups of six to ten engineers, including offshore associates.21 days ago"
1123,Senior Application Engineer- Hybris,Pearson India Education Services Private Limited,3.9,"Bengaluru, Karnataka",,"Implement, document and unit test complex modules using Java and Spring.Ensure Java code is of high quality and adheres to non-functional requirements.30+ days ago"
1124,Sr Data Engineer VIII - Big Data,ANSR,2.7,"Bengaluru, Karnataka",,Mentor and develop other data engineers in adopting best practices.Experience in Amazon Web Services (AWS) or other cloud platform tools.30+ days ago
1125,Principal Data Engineer - Python,ANSR,2.7,"Bengaluru, Karnataka",,"Advanced experience building cloud scalable, real time and high-performance data lake solutions leveraging AWS, EMR, Spark, S3, Lamda & Streaming technologies.30+ days ago"
1126,Python Developer,Encora Innovation Labs India Private Limited,,"Bengaluru, Karnataka",,"Experience on designing, Architecting and implementing scalable cloud-based web applications using AWS.Greetings from Encora Innovation Labs India Private…30+ days ago"
1127,Engineer II - Software (Java & Python),ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1128,Principal Engineer (Java) - Logistics Fulfillment,ANSR,2.7,"Bengaluru, Karnataka",,"Experience working in a distributed/cloud-based environment (e.g. Amazon EC2, GCE, Rackspace, Azure etc.).Design RESTful APIs following domain-driven design.30+ days ago"
1129,Java Developer with Angular or React or Node or Micro Servic...,2COMS Consulting Private Limited,3.8,"Hyderabad, Telangana","₹50,000 - ₹2,00,000 a year","Looking for Software and Senior Software Engineers with 4 to 10 years of experience working with architectural and design concepts like microservices, event…30+ days ago"
1130,DevOps Lead,Cynosure Corporate Solutions,,"Chennai, Tamil Nadu",,"Experience in cloud platforms to upgrade and fix.As DevOps, you will be implementing a series of practices and processes that are intended to speed up and…30+ days ago"
1131,Principal Software Engineer-IT Java Full Stack Developer,Dell Technologies,4.0,Remote,,"You will be responsible for various applications like Order Management, Diagnostics, Online Service Request, Drivers and Downloads, Manuals and supporting…30+ days ago"
1132,AWS Devops Lead,Cynosure Corporate Solutions,,"Chennai, Tamil Nadu",,Experience in cloud platforms to upgrade and fix.Work experience as a DevOps Engineer or similar software engineering role.30+ days ago
1133,Java Software Engineer,Star Jobs Private Limited,,"Bengaluru, Karnataka",,"4-5 years' experience developing & integrating complex, scalable carrier-grade applications.4-5 years' experience supporting live systems in customer labs & in…30+ days ago"
1134,Engineering II/III DevOps,lululemon India Tech Hub,,"Bengaluru, Karnataka",,"Recovery Experience working with a variety of vendor APIs including cloud, physical and logical.This team is responsible for creating apis and backend…30+ days ago"
1135,Principal Software Engineer,ANSR,2.7,"Bengaluru, Karnataka",,"Experience working in a distributed/cloud-based environment (e.g. Amazon EC2, GCE, Rackspace, Azure etc.).Design RESTful APIs following domain-driven design.30+ days ago"
1136,Full stack Java with cloud developer - ASE,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,"Experience with one or more cloud environments (AWS, Azure or GCP) and related technologies (Docker, Kubernetes).2 days ago"
1137,Principal Data Engineer - Python,Nike,4.1,"Bengaluru, Karnataka",,"Advanced experience building cloud scalable, real time and high-performance data lake solutions leveraging AWS, EMR, Spark, S3, Lamda & Streaming technologies.30+ days ago"
1138,Senior Software Engineer-Full stack,Walmart,3.5,"Bengaluru, Karnataka",,We use technology to operate smarter and deliver everyday low prices (EDLP) to customers and members.Bachelor's degree in Computer Science or related technical…15 days ago
1139,Developer,Klaus It Solutions Private Limited,,"Bengaluru, Karnataka",,"Skilled at working in tandem with a team of engineers, or alone as required.Experience with SOA applications and cloud-based services, preferably AWS and GCP.30+ days ago"
1140,Principal Engineer I - Java,Nike,4.1,"Bengaluru, Karnataka",,"Experience working in a distributed/cloud-based environment (e.g. Amazon EC2, GCE, Rackspace, Azure etc.).Design RESTful APIs following domain-driven design.30+ days ago"
1141,Principal Engineer (Java) - Inventory Order,ANSR,2.7,"Bengaluru, Karnataka",,"Experience working in a distributed/cloud-based environment (e.g. Amazon EC2, GCE, Rackspace, Azure etc.).Design RESTful APIs following domain-driven design.30+ days ago"
1142,Principal Engineer I - Java & Python,Nike,4.1,"Bengaluru, Karnataka",,"Experience working in a distributed/cloud-based environment (e.g. Amazon EC2, GCE, Rackspace, Azure etc.).Design RESTful APIs following domain-driven design.30+ days ago"
1143,Hiring Senior Mobile Automation test Engineer,Sun Technology Integrators Private Limited,3.8,"Bengaluru, Karnataka",,Hands on experience in developing and running mobile test scripts on cloud platforms especially on Sauce labs.Relevant Years of Experience: 5+.30+ days ago
1144,Engineering Manager,Continuum Managed Solutions LLP,,"Pune, Maharashtra",,"11+ years of total experience in which 3-4 years in product development environment, 2+ years of experience in managing 1-2 scrum teams of 8 to 15 engineers…30+ days ago"
1145,Senior Software Engineer - Java Full Stack,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,Skill - Java Developer with Spring-boot & Micro-services.Experience - 5 to 10 Years.Backend developer focuses on Developing and maintaining Product with…29 days ago
1146,Principal Software Engineer-IT Java Full Stack Developer,Dell Technologies,4.0,Remote,,"You will be responsible for various applications like Order Management, Diagnostics, Online Service Request, Drivers and Downloads, Manuals and supporting…30+ days ago"
1147,AWS Devops Lead,Cynosure Corporate Solutions,,"Chennai, Tamil Nadu",,Experience in cloud platforms to upgrade and fix.Work experience as a DevOps Engineer or similar software engineering role.30+ days ago
1148,Senior Software Engineer II Retail Commerce POS,Nike,4.1,"Bengaluru, Karnataka",,"As the Senior Software Engineer II, you will be part of Retail Commerce organization, which is responsible for building next generation tools for Nike stores to…30+ days ago"
1149,Cloud Security Architect -Senior Engineer (Staff) / Manager,7-Eleven,3.5,"Bengaluru, Karnataka",,Design and develop security architectures for cloud and cloud/hybrid systems.Working knowledge of common and industry standard cloud-native/cloud-friendly…30+ days ago
1150,Lead Engineer,Nike,4.1,"Bengaluru, Karnataka",,"Diverse experience in development of applications using cloud providers like AWS, Microsoft Azure.Ability to Create automate unit tests, regression and…30+ days ago"
1151,Software Engineer-II (Java/Golang)-Fusion,Continuum Managed Solutions LLP,,"Mumbai, Maharashtra","₹10,00,000 - ₹12,00,000 a year","2+ years hands-on product development experience, preferably with SaaS products.Experience making technical decisions, and long enough tenure to have observed…30+ days ago"
1152,Engineering Manager,Zipcar,,"Bengaluru, Karnataka",,Drive technical discovery through collaboration with your engineers and implement software alongside your team.Have a good understanding of REST architecture.30+ days ago
1153,Digital Solutions - Sr. GCP Data Engineer,Telus International,3.8,India,,"Should be able to develop backend objects using Cloud Storage-Should be familiar with GCP Cloud SQL, Cloud Data Fusion and Google Big Query.30+ days ago"
1154,Senior Software Engineer - Guidewire Claim center - Configur...,CGI Information Systems and Management Consultants,3.6,"Chennai, Tamil Nadu",,". Experience in implementing cloud solution.Possess sufficient knowledge and skills to effectively deal with issues, challenges within field of specialization…9 days ago"
1155,Sr Data Engineer VI - Big Data,ANSR,2.7,"Bengaluru, Karnataka",,Mentor and develop other data engineers in adopting best practices.Experience in Amazon Web Services (AWS) or other cloud platform tools.30+ days ago
1156,Senior Backend Engineer,Samba TV,,India,,"Experience working with cloud providers (Amazon Web Services, Google Cloud, etc.).Skills : Python / Java / AWS / Azure / Google cloud / cloud / Angular / React…30+ days ago"
1157,Java Developer,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,"Member with AI/ML, Azure cloud and docker knowledge will be given priority.. Proven experience as a Software Engineer with very good Knowledge of Java,…30+ days ago"
1158,Principal Data Engineer - Python,ANSR,2.7,"Bengaluru, Karnataka",,"Advanced experience building cloud scalable, real time and high-performance data lake solutions leveraging AWS, EMR, Spark, S3, Lamda & Streaming technologies.30+ days ago"
1159,Senior Software Engineer-Full stack,Walmart,3.5,"Bengaluru, Karnataka",,We use technology to operate smarter and deliver everyday low prices (EDLP) to customers and members.Bachelor's degree in Computer Science or related technical…15 days ago
1160,Principal Engineer (Java) - Logistics Fulfillment,ANSR,2.7,"Bengaluru, Karnataka",,"Experience working in a distributed/cloud-based environment (e.g. Amazon EC2, GCE, Rackspace, Azure etc.).Design RESTful APIs following domain-driven design.30+ days ago"
1161,Senior Software Engineer - Salesforce Developer,CGI Information Systems and Management Consultants,3.6,"Pune, Maharashtra",,Member should have 3+ years of IT experience and which should include minimum 3 + years in Salesforce.com customizations and Development.30+ days ago
1162,Dotnet Developer with React or Angular Knowledge - B'lore,2COMS Consulting Private Limited,3.8,"Bengaluru, Karnataka",,"Looking for Software and Senior Software Engineers with 4 to 10 years of experience working with architectural and design concepts like microservices, event…30+ days ago"
1163,Senior Software Engineer - Guidewire Claim center - Configur...,CGI Information Systems and Management Consultants,3.6,"Chennai, Tamil Nadu",,". Experience in implementing cloud solution.Possess sufficient knowledge and skills to effectively deal with issues, challenges within field of specialization…9 days ago"
1164,Full stack Java with cloud developer - ASE,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,"Experience with one or more cloud environments (AWS, Azure or GCP) and related technologies (Docker, Kubernetes).2 days ago"
1165,Engineering Manager,Zipcar,,"Bengaluru, Karnataka",,Drive technical discovery through collaboration with your engineers and implement software alongside your team.Have a good understanding of REST architecture.30+ days ago
1166,Lead Software Engineer - Java,Nike,4.1,"Bengaluru, Karnataka",,10+ years of professional experience in application engineering.4+ years hands-on experience in Java.2+ year with Spring Boot.30+ days ago
1167,Software Engineering Manager,Nike,4.1,"Bengaluru, Karnataka",,"The engineering manager supports a squad of world class engineers, manages delivery priorities and ensures high quality and well architected solutions are…30+ days ago"
1168,Senior Data Analyst,Nike,4.1,"Bengaluru, Karnataka",,"Write, drive, and prioritize thoughtful and detailed functional specifications for real-time operational and performance analytics using opensource streaming…30+ days ago"
1169,Principal Data Engineer - Python,ANSR,2.7,"Bengaluru, Karnataka",,"Advanced experience building cloud scalable, real time and high-performance data lake solutions leveraging AWS, EMR, Spark, S3, Lamda & Streaming technologies.30+ days ago"
1170,JAVA Backend Developer,Aspire Systems India Private Limited,3.9,"Hyderabad, Telangana",,Candidate should have minimum 3+ years of experience in Oops and Core Java.Should have strong experience in Persistence Frameworks(Hibernate) & Should be…30+ days ago
1171,"Lead Analyst - Java, Springboot & Microservices",CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,"JAVA Fullstack developer focuses on Developing and maintaining Product with cutting edge technology which matches trending industry standards, responsible for…2 days ago"
1172,PYTHON DEVELOPER,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,. Good to have Data Engineering experience blended along with core software engineering experience (not looking for a pure play data engineer).30+ days ago
1173,Java Developer with Angular or React or Node or Micro Servic...,2COMS Consulting Private Limited,3.8,"Hyderabad, Telangana","₹50,000 - ₹2,00,000 a year","Looking for Software and Senior Software Engineers with 4 to 10 years of experience working with architectural and design concepts like microservices, event…30+ days ago"
1174,Senior Data Engineer - Java/Python/Scala,ANSR,2.7,"Bengaluru, Karnataka",,Mentor and develop other data engineers in adopting best practices.Experience in Amazon Web Services (AWS) or other cloud platform tools.30+ days ago
1175,Principal Software Engineer-IT Java Full Stack Developer,Dell Technologies,4.0,Remote,,"You will be responsible for various applications like Order Management, Diagnostics, Online Service Request, Drivers and Downloads, Manuals and supporting…30+ days ago"
1176,Lead Developer - Java,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1177,Opening for Senior Solution Architect,Alten Calsoft Labs (India) Private Limited,,"Bengaluru, Karnataka",,Define and implement Data & Analytics COE / Service Line Roadmap.Drive Big Data & Analytics solution design discussions with ACL Digital customers.30+ days ago
1178,Engineering Manager,Zipcar,,"Bengaluru, Karnataka",,Drive technical discovery through collaboration with your engineers and implement software alongside your team.Have a good understanding of REST architecture.30+ days ago
1179,"CLOUD, Automation DEVOPS full stack senior engineer",CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,4 to 5 years of experience relevant DevOps experience.End to end DevOps automation experience using CB-CI-CD Tools.Strong analytical and debugging skills.30+ days ago
1180,Principal Data Engineer - Python,Nike,4.1,"Bengaluru, Karnataka",,"Advanced experience building cloud scalable, real time and high-performance data lake solutions leveraging AWS, EMR, Spark, S3, Lamda & Streaming technologies.30+ days ago"
1181,Sr Data Engineer V - Big Data,ANSR,2.7,"Bengaluru, Karnataka",,Mentor and develop other data engineers in adopting best practices.Experience in Amazon Web Services (AWS) or other cloud platform tools.30+ days ago
1182,Digital Solutions - Devops Engineer,Telus International,3.8,India,,Experience of maintaining cloud infrastructure and highly-available production environment.Experience of maintaining cloud infrastructure and highly-available…30+ days ago
1183,Senior Application Engineer- Hybris,Pearson India Education Services Private Limited,3.9,"Bengaluru, Karnataka",,"Implement, document and unit test complex modules using Java and Spring.Ensure Java code is of high quality and adheres to non-functional requirements.30+ days ago"
1184,Architect I/II,lululemon India Tech Hub,,"Bengaluru, Karnataka",,"Create detailed architecture including recommendations for API / micro-services enablement, cloud migration, etc.Experience_range : 8-12 years.30+ days ago"
1185,Software Engineer II - Java & Python,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1186,Software Engineer II (Java) - Logistics Fulfillment,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1187,Software Engineer II - Full Stack,7-Eleven,3.5,"Bengaluru, Karnataka",,Effectively communicate with other engineer and tech leads and clearly articulate problem statements and solutions.30+ days ago
1188,Hiring Senior Mobile Automation test Engineer,Sun Technology Integrators Private Limited,3.8,"Bengaluru, Karnataka",,Hands on experience in developing and running mobile test scripts on cloud platforms especially on Sauce labs.Relevant Years of Experience: 5+.30+ days ago
1189,AWS Developer,Encora Innovation Labs India Private Limited,,"Bengaluru, Karnataka",,"Experience on designing, Architecting and implementing scalable cloud-based web applications using AWS/Azure/GCP.Data base – RDS/SQL/MySQL/Dynamo DB.30+ days ago"
1190,Full Stack Developer II,7-Eleven,3.5,"Bengaluru, Karnataka",,"As a Full-Stack Engineer, youll using cutting-edge open source frameworks, all on the cloud.Through machine learning, artificial intelligence, and next-level…30+ days ago"
1191,Lead Developer,Freshtohome Foods Private Limited,,"Ernakulam, Kerala",,"Work with other engineers in planning, prioritizing and executing assigned tasks within deadlines.Strong experience with Spring Boot stack (spring cloud,…30+ days ago"
1192,Java Developer with Angular or React or Node or Micro Servic...,2COMS Consulting Private Limited,3.8,"Bengaluru, Karnataka",,"Looking for Software and Senior Software Engineers with 4 to 10 years of experience working with architectural and design concepts like microservices, event…30+ days ago"
1193,Data Engineer,Golden Opportunities Private Limited,,"Bengaluru, Karnataka",,Must have 5+ years of exp in Data Engineering.30+ days ago
1194,Devops Engineer,IPS Vantage Tech Services Private Limited,,"Bengaluru, Karnataka",,"Ï'· Must have experience with AWS cloud infra, API gateway, load balancers, Auto.End to End CI/CD Implementation experience using Git, Jenkins/Cloudbees, CI…30+ days ago"
1195,Technical Program Manager,Zipcar,,"Bengaluru, Karnataka",,You work to understand business needs/problem(s) and you provide this business context to engineers.Lead Design Teams: Technical program managers lead hardware…30+ days ago
1196,System Engineer - Elastic Search,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,". Minimum 3-7 years of experience in implementation of Elastic Search based project development.. Strong Knowledge of object-oriented JAVA programming, Design…10 days ago"
1197,Cloud Security Architect -Senior Engineer (Staff) / Manager,7-Eleven,3.5,"Bengaluru, Karnataka",,Design and develop security architectures for cloud and cloud/hybrid systems.Working knowledge of common and industry standard cloud-native/cloud-friendly…30+ days ago
1198,Senior Data Engineer (Contractual Role),Nike,4.1,"Bengaluru, Karnataka",,Mentor and develop other data engineers in adopting best practices.Experience in Amazon Web Services (AWS) or other cloud platform tools.30+ days ago
1199,Senior Software Engineer-Python,CGI Information Systems and Management Consultants,3.6,"Hyderabad, Telangana",,"Experience with microservices and cloud native frameworks a big plus.Possess sufficient knowledge and skills to effectively deal with issues, challenges within…30+ days ago"
1200,Senior Data Engineer - Python,ANSR,2.7,"Bengaluru, Karnataka",,Mentor and develop other data engineers in adopting best practices.Experience in Amazon Web Services (AWS) or other cloud platform tools.30+ days ago
1201,Sr Data Engineer VII - Big Data,ANSR,2.7,"Bengaluru, Karnataka",,Mentor and develop other data engineers in adopting best practices.Experience in Amazon Web Services (AWS) or other cloud platform tools.30+ days ago
1202,Immediate Joiners! Java AWS @ Innova Solutions - Chennai,Innova Solutions Private Limited,4.0,"Chennai, Tamil Nadu",,"Provide guidance and mentorship to develop engineers on the team in best practice cloud application development, test and deployment.30+ days ago"
1203,Architect I/II,lululemon India Tech Hub,,"Bengaluru, Karnataka",,"Create detailed architecture including recommendations for API / micro-services enablement, cloud migration, etc.Experience_range : 8-12 years.30+ days ago"
1204,Principal Engineer (Java) - Inventory Order,ANSR,2.7,"Bengaluru, Karnataka",,"Experience working in a distributed/cloud-based environment (e.g. Amazon EC2, GCE, Rackspace, Azure etc.).Design RESTful APIs following domain-driven design.30+ days ago"
1205,Lead Developer I - Java,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1206,Customer Experience Enterprise Architect,Conneqt Business Solutions Limited,3.6,"Mumbai, Maharashtra",,"Extensive experience with cloud-based architectures and how to optimize the design for cost.Lead a team of architects, developers, and user experience…14 days ago"
1207,Digital Solutions : Android Developer,Telus International,3.8,India,,Familiarity with cloud message APIs and push notifications.Technical acumen to partner with engineers and user experience to launch features on mobile apps and…30+ days ago
1208,Software Engineer II (.Net Full stack) - Global eCommerce Ex...,Dell Technologies,4.0,Remote,,"Working at the cutting edge, you will craft and develop software for best in class eCommerce experience — all with the most sophisticated technologies, tools,…30+ days ago"
1209,Software Engineer III - Android,Walmart,3.5,"Bengaluru, Karnataka",,Familiarity with cloud message APIs and push notifications.We use technology to operate smarter and deliver everyday low prices (EDLP) to customers and members…16 days ago
