,title,company,rating,location,salary,summary
281,CD - Cybersecurity -Cloud Security engineer - Associate - Ba...,PwC,4.0,"Bengaluru, Karnataka",,"Automation knowledge using python/ cloud formation/ terraform / power shell.Invite and give in the moment feedback in a constructive manner.21 days ago·More...View all PwC jobs - Bengaluru jobsSalary Search: CD - Cybersecurity -Cloud Security engineer - Associate - Bangalore salaries in Bengaluru, KarnatakaSee popular questions & answers about PwC"
282,Software Dev Support Engineer,Honeywell,3.7,"Pune, Maharashtra",,"Provide technical support with a focus on high quality, accuracy, responsiveness, and customer satisfaction.Support is often provided to partners and customers…30+ days ago·More...View all Honeywell jobs - Pune jobsSalary Search: Software Dev Support Engineer salaries in Pune, MaharashtraSee popular questions & answers about Honeywell"
283,Systems Administrator,Aspect Software Inc,3.7,"Bengaluru, Karnataka",,"Interacts with field engineers, core engineers, and transmission and RF staff regarding ongoing network activities.Strong customer service and teamwork skills.6 days ago·More...View all Aspect Software Inc jobs - Bengaluru jobsSalary Search: Systems Administrator salaries in Bengaluru, Karnataka"
284,System Engineer,Siemens Limited,4.0,"Gurgaon, Haryana+1 location",,"Preparation of Protection SLD’s, Trip matrix, interlocking logics etc. as per customer specification/requirements.Preparation of CRP interfacing drawings.4 days ago·More...View all Siemens Limited jobs - Gurgaon jobsSalary Search: System Engineer salaries in Gurgaon, HaryanaSee popular questions & answers about Siemens Limited"
285,Software Engineer,External,,"Bengaluru, Karnataka•Remote",,"You will work closely with the senior engineers across teams and leads on design approaches.Our patented Voice Intelligence is embedded in every call to…11 days ago·More...View all External jobs - Bengaluru jobsSalary Search: Software Engineer salaries in Bengaluru, Karnataka"
286,Automation Test Engineer !! (Functional Testing),Resolver Inc.,,"Hyderabad, Telangana",,"The Quality Engineer is responsible for understanding every step of the testing process and to inform team members about what resources will be required to…30+ days ago·More...View all Resolver Inc. jobs - Hyderabad jobsSalary Search: Automation Test Engineer !! (Functional Testing) salaries in Hyderabad, Telangana"
287,"Customer Engineer, Data Management Specialist, Google Cloud",Google,4.3,"Mumbai, Maharashtra",,"Experience serving in the capacity of a technical sales engineer in cloud computing environment / equivalent customer-facing role.30+ days ago·More...View all Google jobs - Mumbai jobsSalary Search: Customer Engineer, Data Management Specialist, Google Cloud salaries in Mumbai, MaharashtraSee popular questions & answers about Google"
288,Business Intelligence Tableau Engineer,247 Global Recruit,,"Hyderabad, Telangana•Temporarily Remote","₹31,690 - ₹1,07,032 a month","Excellent communication skills, equally adept at working with engineers as well as business leaders.Manipulating/mining data from databases ( SQL Server,…16 days ago·More...View all 247 Global Recruit jobs - Hyderabad jobsSalary Search: Business Intelligence Tableau Engineer salaries in Hyderabad, Telangana"
289,IT Support Engineer,Confluent,,"Bengaluru, Karnataka",,"In this position, you will be responsible for providing technical assistance and support to team members facing hardware, or software issues.28 days ago·More...View all Confluent jobs - Bengaluru jobsSalary Search: IT Support Engineer salaries in Bengaluru, Karnataka"
290,Backend Engineer,Innobuzz,,"Delhi, Delhi•Remote","₹18,00,000 - ₹25,00,000 a year","We are hiring for a Backend engineer who has passion for building complex architectures.Spext* is hiring for a Senior Backend Engineer!2 days ago·More...View all Innobuzz jobs - Delhi jobsSalary Search: Backend Engineer salaries in Delhi, Delhi"
291,NLP/Conversational AI Engineer,SISGAIN,,"Noida, Uttar Pradesh•Remote","₹8,00,000 a year","Deployment of the ML models into cloud.Skills Required: - AI and Machine Learning*.Must have 4 year experience in same field.Desired Skills/Nice to have*.2 days ago·More...View all SISGAIN jobs - Noida jobsSalary Search: NLP/Conversational AI Engineer salaries in Noida, Uttar Pradesh"
292,Data Center Build Engineer,Oracle,3.8,India+1 location,,"You will work closely with the data center development organization and Oracle vendors to build out, maintain and operationally improve the cloud infrastructure…30+ days ago·More...View all Oracle jobs - India jobsSalary Search: Data Center Build Engineer salaries in IndiaSee popular questions & answers about Oracle"
293,Software Engineer - Ethernet Products,Intel,4.1,"Bengaluru, Karnataka",,"The Data Center Group (DCG) is at the heart of Intel’s transformation from a PC company to a company that runs the cloud and billions of smart, connected…1 day ago·More...View all Intel jobs - Bengaluru jobsSalary Search: Software Engineer - Ethernet Products salaries in Bengaluru, KarnatakaSee popular questions & answers about Intel"
294,AWS/DevOps Engineer,Tekbright Systems,,"Bengaluru, Karnataka",,"Provision, configure and maintain AWS cloud infrastructure defined as code.Design cloud infrastructure that is secure, scalable, and highly available on AWS.17 days ago·More...View all Tekbright Systems jobs - Bengaluru jobsSalary Search: AWS/DevOps Engineer salaries in Bengaluru, Karnataka"
295,Senior Application Support Engineer,AppFire Technology,,"Hyderabad, Telangana",,"You will be working on cutting-edge technologies including Appfire Apps, Atlassian entire range of products and other software components in both cloud and data…30+ days ago·More...View all AppFire Technology jobs - Hyderabad jobsSalary Search: Senior Application Support Engineer salaries in Hyderabad, Telangana"
296,AWS Cloud Engineer,Fospe,,"Bengaluru, Karnataka",,"Job Requirements: 5+ years experience in a cloud development space,.8+ Years of IT Experience.Preferably coming from a software development background…30+ days ago·More...View all Fospe jobs - Bengaluru jobsSalary Search: AWS Cloud Engineer salaries in Bengaluru, Karnataka"
297,GCP Devops Engineer (Remote),Fleet Studio Technologies,,"Chennai, Tamil Nadu•Remote",,"As GCP dev-ops engineer, the person would be responsible for deployment and maintaining the cloud infrastructure.21 days ago·More...View all Fleet Studio Technologies jobs - Chennai jobsSalary Search: GCP Devops Engineer (Remote) salaries in Chennai, Tamil Nadu"
298,AWS Cloud Engineer (L2),i2k2 Networks,3.9,"Noida, Uttar Pradesh",,"Job Description: We are looking to recruit engineers with zeal to learn cloud solutions using Amazon Web Services (AWS).Role: AWS Cloud Engineer (L2).30+ days ago·More...View all i2k2 Networks jobs - Noida jobsSalary Search: AWS Cloud Engineer (L2) salaries in Noida, Uttar PradeshSee popular questions & answers about i2k2 Networks"
299,Site Reliability Engineer (Cloud Networking),Frontdoor,,"Pune, Maharashtra",,"O VPN connections on-prem to cloud providers and cloud provider to cloud provider.O Ensure maximum uptime of cloud hosted environments.30+ days ago·More...View all Frontdoor jobs - Pune jobsSalary Search: Site Reliability Engineer (Cloud Networking) salaries in Pune, Maharashtra"
300,"DevOps Engineer - CI/CD, AWS/AZURE - (5-9 Years)",Cisco Systems,4.1,"Hyderabad, Telangana",,"Automate cloud infrastructure & application deployments.Experience can be from any public cloud.Minimum of 4 Years’ Experience as a Devops Engineer with…8 days ago·More...View all Cisco Systems jobs - Hyderabad jobsSalary Search: DevOps Engineer - CI/CD, AWS/AZURE - (5-9 Years) salaries in Hyderabad, TelanganaSee popular questions & answers about Cisco Systems"
301,Cloud Engineer,Unnati,3.8,"Bengaluru, Karnataka",,"Managing cloud environments in accordance with company security guidelines.Providing guidance, thought leadership and mentorship to development teams to build…1 day ago·More...View all Unnati jobs - Bengaluru jobsSalary Search: Cloud Engineer salaries in Bengaluru, KarnatakaSee popular questions & answers about Unnati"
302,DB Migration Engineer,Deloitte,4.0,"Bengaluru, Karnataka",,"§ Build application target landing zone on cloud environment.We have dedicated teams who can lead the design of the right solution that integrates seamlessly…23 days ago·More...View all Deloitte jobs - Bengaluru jobsSalary Search: DB Migration Engineer salaries in Bengaluru, KarnatakaSee popular questions & answers about Deloitte"
303,Cloud Ops Engineer - ServiceNow,UiPath,3.4,"Bengaluru, Karnataka",,"Regularly evaluate cloud applications and software ·.Proven track record delivering start to finish cloud deployments ·.It drives the way we work.30+ days ago·More...View all UiPath jobs - Bengaluru jobsSalary Search: Cloud Ops Engineer - ServiceNow salaries in Bengaluru, Karnataka"
304,Devops Engineer,FIS Global,3.4,"Pune, Maharashtra+1 location",,"Excited to work with bare metal or in the cloud, with virtual machines and containers.The CICD Engineer will be involved in supporting the delivery of our…10 days ago·More...View all FIS Global jobs - Pune jobsSalary Search: Devops Engineer salaries in Pune, MaharashtraSee popular questions & answers about FIS Global"
305,Senior Technical Specialist - Cloud Developer,AT&T,3.7,"Hyderabad, Telangana+2 locations",,"Expertise in the Azure, AWS and/or other 3rd party provided cloud and integration with on-premise and cloud-to-cloud integrations.30+ days ago·More...View all AT&T jobs - Hyderabad jobsSalary Search: Senior Technical Specialist - Cloud Developer salaries in Hyderabad, TelanganaSee popular questions & answers about AT&T"
306,Cloud & Dev Ops Infrastructure Engineer,SAGE Publications India Pvt. Ltd. Cookies Privacy...,,"Delhi, Delhi",,"Technical roadmaps for future cloud implementations.Implementing cloud Security controls, tools and standards.O Cloud Networking, and segmentation.30+ days ago·More...View all SAGE Publications India Pvt. Ltd. Cookies Privacy Policy jobs - Delhi jobsSalary Search: Cloud & Dev Ops Infrastructure Engineer salaries in Delhi, Delhi"
307,Cloud Engineer - Azure,Softline International,,"Noida, Uttar Pradesh",,"Good knowledge of security related to cloud-based infrastructure.Provisioning & Managing Azure IaaS & PaaS Service e.g. Azure VMs, OS, Network, Storage &…23 days ago·More...View all Softline International jobs - Noida jobsSalary Search: Cloud Engineer - Azure salaries in Noida, Uttar Pradesh"
308,"DevOps Engineer, Development",Standard Chartered,4.1,"Bengaluru, Karnataka",,"Strong fundamentals and hands-on skills in Linux/Unix/Windows Operating systems administration.Excellent programming skills using unix shell scripting / Python…30+ days ago·More...View all Standard Chartered jobs - Bengaluru jobsSalary Search: DevOps Engineer, Development salaries in Bengaluru, KarnatakaSee popular questions & answers about Standard Chartered"
309,Site Reliability Engineer,Aqua Security,,"Hyderabad, Telangana",,"Our SRE Team is responsible for design, creation, and maintenance of a complete multi cloud deployment and monitoring framework.30+ days ago·More...View all Aqua Security jobs - Hyderabad jobsSalary Search: Site Reliability Engineer salaries in Hyderabad, Telangana"
310,DevOps Engineer,FICO,3.6,"Bengaluru, Karnataka",,"Experience operating highly-available, redundant, public cloud architectures solutions utilizing IaaS and PaaS.Highly competitive compensation and rewards.9 days ago·More...View all FICO jobs - Bengaluru jobsSalary Search: DevOps Engineer salaries in Bengaluru, Karnataka"
311,SQL Engineer,DataMetica,2.7,"Pune, Maharashtra",,"Pelican - Automated Data Validation Product, which helps automate and accelerate data migration to the cloud.Development experience in Data warehouse projects.29 days ago·More...View all DataMetica jobs - Pune jobsSalary Search: SQL Engineer salaries in Pune, Maharashtra"
312,DevOps Engineer,VDX.tv,,Remote,,"Automation of resource provisioning in private and public clouds.Experience in provisioning, managing, monitoring environments and workloads in public cloud …10 days ago·More...View all VDX.tv jobs - Remote jobsSalary Search: DevOps Engineer salaries in Remote"
